attempt,batch_size,active_connections_before,active_connections_after,validation_loss_before,validation_loss_after,relative_loss_change,accepted,fine_tuning_epochs
1,138,276,276,1.29586333444742E-06,3.54758590377647E-05,26.3762348966315,0,10000
2,69,276,207,1.29586333444742E-06,1.01863872274618E-06,-0.21393043875221,1,10000
3,69,207,207,1.29586333444742E-06,2.26133306843566E-06,0.745039780294375,0,10000
4,34,207,207,1.29586333444742E-06,9.51871738204241E-06,6.34546393050112,0,10000
5,17,207,207,1.29586333444742E-06,3.08971144288955E-06,1.38428803466923,0,10000
6,8,207,207,1.29586333444742E-06,3.27502549797405E-06,1.52729235476872,0,10000
7,4,207,203,1.29586333444742E-06,1.28402705415495E-06,-0.00913389551029729,1,10000
8,4,203,203,1.29586333444742E-06,6.34438048830148E-06,3.89587159359429,0,10000
9,2,203,203,1.29586333444742E-06,1.5132323905703E-06,0.167740725695871,0,10000
10,1,203,203,1.29586333444742E-06,2.60282591565539E-05,19.0856513682077,0,10000
8100,1,203,203,1.29586333444742E-06,9.43254137403834E-06,6.27896308452972,0,5000
8101,1,203,184,1.29586333444742E-06,1.29876753366214E-06,0.00224113078711531,1,5000
8102,1,184,184,1.29586333444742E-06,5.6206232942065E-06,3.33735807225632,0,5000
8103,1,184,184,1.29586333444742E-06,7.01981293278834E-06,4.41709356703246,0,5000
8104,1,184,171,1.29586333444742E-06,1.28360056390713E-06,-0.00946301219759102,1,5000
8105,1,171,171,1.29586333444742E-06,2.16075374936495E-06,0.66742409629665,0,5000
8106,1,171,171,1.29586333444742E-06,2.63066301215942E-06,1.03004664321426,0,5000
8107,1,171,171,1.29586333444742E-06,1.25853009449526E-05,8.7119044967186,0,5000
8108,1,171,171,1.29586333444742E-06,5.47904293944694E-06,3.22810245015792,0,5000
8109,1,171,171,1.29586333444742E-06,3.08199330797036E-06,1.37833205558253,0,5000
8200,1,171,171,1.29586333444742E-06,1.87277434488183E-06,0.445194331144817,0,5000
8201,1,171,171,1.29586333444742E-06,3.43829162686582E-06,1.65328259197331,0,5000
8202,1,171,171,1.29586333444742E-06,1.97296813160432E-05,14.2251250510582,0,5000
8300,106,171,171,1.29586333444742E-06,2.60177101108408E-06,1.00775108140052,0,5000
