attempt,batch_size,active_connections_before,active_connections_after,validation_loss_before,validation_loss_after,relative_loss_change,accepted,fine_tuning_epochs
1,138,276,276,4.7524029413909E-05,0.0835682842688498,1757.44273516908,0,0
2,69,276,276,4.7524029413909E-05,0.00288164148291095,59.6354620693752,0,0
3,34,276,276,4.7524029413909E-05,6.30638891590365E-05,0.326989523758259,0,0
4,17,276,276,4.7524029413909E-05,0.000151332138076287,2.18432885305799,0,0
5,8,276,268,4.7524029413909E-05,4.83786105514254E-05,0.0179820850221581,1,0
6,8,268,268,4.7524029413909E-05,0.000178057777775601,2.74668941105167,0,0
7,4,268,268,4.7524029413909E-05,0.000121052900466477,1.54719353471001,0,0
8,2,268,266,4.7524029413909E-05,4.91516783439433E-05,0.0342489673141649,1,0
9,2,266,266,4.7524029413909E-05,0.000121052900466477,1.54719353471001,0,0
10,1,266,265,4.7524029413909E-05,4.50610905406777E-05,-0.0518251272799355,1,0
11,1,265,265,4.7524029413909E-05,0.000121052900466477,1.54719353471001,0,0
