index,funno,ihono,bias
0,1,1,0
1,1,3,-0.517540463831909
2,1,3,0.625139104573743
3,1,3,-0.0579035087238621
4,2,3,0.0055800563063211
5,2,3,-0.0121794608185899
6,2,3,0.279712404885722
7,4,3,-0.349257608691953
8,4,3,-0.0593769524868023
9,4,3,0.178545483533184
10,4,3,-0.0935865596123007
11,7,3,0.00306966599653646
12,7,3,-0.0640873962112797
13,7,3,-0.219176518219863
14,7,3,0.229523353052886
15,7,3,0.000750971396318693
16,7,3,0.275090048642739
17,7,3,0.193332240674123
18,7,3,0.205877731125116
19,7,3,-0.422557948357338
20,7,3,0.22424410739089
21,7,3,0.218341264312318
22,7,3,-0.187941739535478
23,1,2,-0.0197744088344991
