index,funno,ihono,bias
0,1,1,0
1,1,3,0.0512836590024703
2,1,3,-0.068012008054773
3,1,3,-0.532381426376115
4,1,3,0.192681528369942
5,1,3,0.386563422404341
6,2,3,-0.329257582980759
7,2,3,-0.192528203755695
8,2,3,-0.220906201529604
9,2,3,-0.241109905307101
10,4,3,-0.214391073131678
11,4,3,-0.221893769734386
12,4,3,0.358955297188498
13,7,3,0.3470682156176
14,7,3,0.364139998215965
15,7,3,-0.533235339283763
16,7,3,0.157809216425162
17,7,3,-0.174813647794947
18,7,3,0.000757897492813008
19,1,2,-0.257555408782823
