index,funno,ihono,bias
0,1,1,0
1,1,1,0
2,1,3,-0.0313670526282463
3,1,3,0.128033125021949
4,1,3,0.769933901784699
5,2,3,-0.0274847312970794
6,2,3,-0.245522365381031
7,2,3,-0.0649736354420163
8,4,3,0.324162429230784
9,4,3,0.4202758208224
10,4,3,-0.511399313997829
11,7,3,-0.39703118640156
12,7,3,0.19269603855105
13,7,3,-0.102288497556212
14,7,3,-0.0283981688099128
15,7,3,-0.188987579771489
16,7,3,-0.467690473813021
17,7,3,-0.121758054733029
18,7,3,-0.0516694821724861
19,7,3,0.0283988581188282
20,7,3,0.291719061657119
21,7,3,0.338075554075369
22,7,3,-0.372913925872993
23,7,3,-0.430837591806228
24,1,2,0.143772728488476
