attempt,batch_size,active_connections_before,active_connections_after,validation_loss_before,validation_loss_after,relative_loss_change,accepted,fine_tuning_epochs
1,138,276,127,0.0260707868157764,0.0103706235045047,-0.602212868457463,1,2500
2,138,127,127,0.0260707868157764,0.578015369302749,21.1709982666488,0,2500
3,69,127,55,0.0260707868157764,0.000927188113058454,-0.96443574489676,1,2500
4,69,55,55,0.0260707868157764,0.496043497112703,18.0267942666206,0,2500
5,34,55,13,0.0260707868157764,0.00842860111228512,-0.676703232171549,1,2500
6,34,13,13,0.0260707868157764,0.49865781135761,18.1270718019087,0,2500
7,17,13,13,0.0260707868157764,0.504886190290135,18.3659744087436,0,2500
8,8,13,1,0.0260707868157764,0.0227136497917262,-0.128770069264602,1,2500
9,8,1,1,0.0260707868157764,0.498776251380314,18.1316148187168,0,2500
10,4,1,1,0.0260707868157764,0.528711152311117,19.2798310632947,0,2500
11,2,1,1,0.0260707868157764,0.496782091458378,18.0551246101156,0,2500
12,1,1,1,0.0260707868157764,0.519355414498602,18.9209720124105,0,2500
