epoch,training_loss,validation_loss,training_accuracy,validation_accuracy,active_neurons,active_connections,learning_rate,random_seed
1,0.0286167515691287,0.042025014644644,1,0.939393939393939,24,276,0.05,10
50,0.0190760049215117,0.0277244356215458,0.993630573248408,0.939393939393939,24,276,0.05,10
100,0.022469567849343,0.0246731963543761,0.929936305732484,0.909090909090909,24,276,0.05,10
150,0.0175240016725193,0.0260707868157764,0.987261146496815,0.939393939393939,24,276,0.05,10
