attempt,batch_size,active_connections_before,active_connections_after,validation_loss_before,validation_loss_after,relative_loss_change,accepted,fine_tuning_epochs
1,149,299,132,0.0440708931343819,0.0344314312647478,-0.218726265434222,1,2000
2,149,132,132,0.0440708931343819,0.0806777467751373,0.83063561995744,0,2000
3,74,132,53,0.0440708931343819,0.0316410474265317,-0.282042065041633,1,2000
4,74,53,53,0.0440708931343819,0.0808319253325271,0.834134041396727,0,2000
5,37,53,53,0.0440708931343819,0.0496896616022486,0.127493864277583,0,2000
6,18,53,26,0.0440708931343819,0.0304938231784036,-0.308073401521018,1,2000
7,18,26,26,0.0440708931343819,0.0863545771849669,0.959446951112442,0,2000
8,9,26,26,0.0440708931343819,0.0601472654860427,0.364784355575468,0,2000
9,4,26,20,0.0440708931343819,0.0320253669075128,-0.273321581891694,1,2000
10,4,20,20,0.0440708931343819,0.0687554105668997,0.560109307457176,0,2000
11,2,20,18,0.0440708931343819,0.037950453444076,-0.138877142145573,1,2000
12,2,18,18,0.0440708931343819,0.0605747391182207,0.374484037196953,0,2000
13,1,18,18,0.0440708931343819,0.0555278906469109,0.259967445578969,0,2000
