index,funno,ihono,bias
0,1,1,0
1,1,1,0
2,1,3,-0.09660696723112
3,1,3,0.00264077312339183
4,1,3,0.304516801263012
5,2,3,-0.311821410591272
6,2,3,0.032460745953874
7,2,3,-0.301030403786521
8,4,3,-0.268764002844718
9,4,3,0.424929102923804
10,4,3,-0.189832882135244
11,7,3,-0.185397947017815
12,7,3,0.0886129356737427
13,7,3,0.222652733721474
14,7,3,0.130465837492411
15,7,3,-0.313314217257357
16,7,3,-0.419176509325245
17,7,3,0.444006214822138
18,7,3,-0.35724739885306
19,7,3,0.27111925869515
20,7,3,0.260230108815479
21,7,3,-0.0358227068973195
22,7,3,-0.314253438617127
23,7,3,0.0515685495018863
24,1,2,0.0521375380726636
