attempt,batch_size,active_connections_before,active_connections_after,validation_loss_before,validation_loss_after,relative_loss_change,accepted,fine_tuning_epochs
1,138,276,276,5.67262569175008E-06,5.84500428176222E-05,9.30387795595756,0,2000
2,69,276,207,5.67262569175008E-06,3.20387179656114E-06,-0.435204793924504,1,2000
3,69,207,207,5.67262569175008E-06,4.867914652085E-05,7.58141346989383,0,2000
4,34,207,158,5.67262569175008E-06,1.61544690081644E-06,-0.715220607069871,1,2000
5,34,158,158,5.67262569175008E-06,3.51678550182351E-05,5.1995726369503,0,2000
6,17,158,158,5.67262569175008E-06,3.6343945100914E-05,5.40689992180699,0,2000
7,8,158,158,5.67262569175008E-06,8.35848178891086E-05,13.7347670075727,0,2000
8,4,158,154,5.67262569175008E-06,1.6158215573576E-06,-0.715154560663583,1,2000
9,4,154,154,5.67262569175008E-06,2.84639984330813E-05,4.0177818844063,0,2000
10,2,154,154,5.67262569175008E-06,1.75750503515906E-05,2.09822140691403,0,2000
11,1,154,154,5.67262569175008E-06,2.50925438067911E-05,3.42344430433408,0,2000
