index,funno,ihono,bias
0,1,1,0
1,1,3,0.112210611408143
2,1,3,0.0791596876759153
3,1,3,0.338055070910771
4,2,3,-0.316741246449077
5,2,3,0.0761312754148433
6,2,3,-0.336779597236458
7,4,3,-0.243987501545077
8,4,3,0.383255714072826
9,4,3,-0.116583676191823
10,4,3,-0.118132458044455
11,7,3,0.0332880589810115
12,7,3,0.235214881518397
13,7,3,0.0779458420185163
14,7,3,-0.412676645043246
15,7,3,-0.358917551266185
16,7,3,0.393616175231431
17,7,3,-0.414965032841382
18,7,3,0.22997594422436
19,7,3,0.242044638653227
20,7,3,0.0302972932087547
21,7,3,-0.240604938925717
22,7,3,0.130669083150097
23,1,2,-0.0866264256736849
