index,funno,ihono,bias
0,1,1,0
1,1,3,0.223501122320435
2,1,3,-0.147580589333862
3,1,3,-0.303612493532469
4,1,3,-0.184914410128595
5,1,3,0.0485893960366954
6,2,3,-0.0942453550632943
7,2,3,0.437915949559521
8,2,3,0.443928806974344
9,2,3,0.0907617178128607
10,2,3,0.423081995579424
11,4,3,0.0123642672470018
12,4,3,0.329188835651789
13,4,3,-0.391752628219532
14,4,3,-0.242075395871138
15,4,3,0.123451243179278
16,7,3,0.287797154721729
17,7,3,0.0701424953521549
18,7,3,0.244569837677955
19,7,3,0.290086842190409
20,7,3,-0.42698323413643
21,7,3,-0.466004527159562
22,1,2,0.0795325407258366
