attempt,batch_size,active_connections_before,active_connections_after,validation_loss_before,validation_loss_after,relative_loss_change,accepted,fine_tuning_epochs
1,149,299,150,0.00126060168467128,0.00135007193006757,0.0709742391147255,1,2500
2,149,150,150,0.00126060168467128,0.138075299863477,108.531267126207,0,2500
3,74,150,71,0.00126060168467128,0.00132965563794716,0.0547785665492646,1,2500
4,74,71,71,0.00126060168467128,0.138404319533687,108.792269212917,0,2500
5,37,71,25,0.00126060168467128,0.00109740285422914,-0.129461060084734,1,2500
6,37,25,25,0.00126060168467128,0.138224742446248,108.649815740403,0,2500
7,18,25,3,0.00126060168467128,0.00134081169178782,0.0636283515180727,1,2500
8,18,3,3,0.00126060168467128,0.142790560130946,112.27175099578,0,2500
9,9,3,3,0.00126060168467128,0.163879743427926,129.001209280201,0,2500
10,4,3,3,0.00126060168467128,0.138042939888874,108.505596864937,0,2500
11,2,3,3,0.00126060168467128,0.142313839865935,111.893582165127,0,2500
12,1,3,3,0.00126060168467128,0.0321214715702956,24.4810634960175,0,2500
