index,funno,ihono,bias
0,1,1,0
1,1,1,0
2,1,3,0.608279398073556
3,1,3,-3.13918469612947
4,2,3,-0.442328351982423
5,2,3,0.383325063239899
6,2,3,0.430194634973985
7,2,3,-0.244349953641524
8,2,3,-0.177358225004983
9,4,3,-0.166051800253481
10,4,3,-0.568206142934348
11,4,3,-0.133073002740567
12,4,3,-0.390475038095563
13,4,3,-0.106421812443069
14,4,3,0.255278399195327
15,4,3,0.224641045786953
16,4,3,0.369905082267008
17,7,3,-1.15022374079949
18,7,3,-0.681070632043178
19,2,2,0.873053415927645
