attempt,batch_size,active_connections_before,active_connections_after,validation_loss_before,validation_loss_after,relative_loss_change,accepted,fine_tuning_epochs
1,138,276,276,4.73319756171598E-05,6.89742886374631E-05,0.457245080901655,0,1000
2,69,276,276,4.73319756171598E-05,0.000118370743206452,1.50086208452152,0,1000
3,34,276,276,4.73319756171598E-05,5.38220330096501E-05,0.137117821681151,0,1000
4,17,276,259,4.73319756171598E-05,4.65886205631684E-05,-0.0157051347276073,1,1000
5,17,259,259,4.73319756171598E-05,7.62058275066677E-05,0.610028453556459,0,1000
6,8,259,259,4.73319756171598E-05,0.000152904239096934,2.23046391162045,0,1000
7,4,259,259,4.73319756171598E-05,8.35022925713368E-05,0.764183545743733,0,1000
8,2,259,257,4.73319756171598E-05,4.53563594237654E-05,-0.0417395675467668,1,1000
9,2,257,257,4.73319756171598E-05,7.39771881124947E-05,0.562943172092629,0,1000
10,1,257,256,4.73319756171598E-05,4.92085598694678E-05,0.0396472834239294,1,1000
11,1,256,255,4.73319756171598E-05,4.87582658562604E-05,0.0301337567363978,1,1000
12,1,255,254,4.73319756171598E-05,3.64114594547015E-05,-0.230721748248749,1,1000
13,1,254,254,4.73319756171598E-05,5.71034689035578E-05,0.206445920733034,0,1000
9100,1,254,235,4.73319756171598E-05,4.26388100083312E-05,-0.099154230256282,1,1000
9101,1,235,215,4.73319756171598E-05,4.03153304601724E-05,-0.148243234420234,1,1000
9102,1,215,215,4.73319756171598E-05,7.14825422541943E-05,0.510237874547519,0,1000
9103,1,215,197,4.73319756171598E-05,4.25066737939605E-05,-0.101945920496289,1,1000
9104,1,197,178,4.73319756171598E-05,4.79694639530324E-05,0.0134684497648879,1,1000
9105,1,178,159,4.73319756171598E-05,4.38929517031854E-05,-0.0726575189210472,1,1000
9106,1,159,159,4.73319756171598E-05,6.70903897253607E-05,0.417443257978813,0,1000
9107,1,159,143,4.73319756171598E-05,3.56999789977833E-05,-0.245753456679282,1,1000
9108,1,143,143,4.73319756171598E-05,8.46503692648657E-05,0.788439382914254,0,1000
9200,1,143,143,4.73319756171598E-05,6.29800168966384E-05,0.330601904430239,0,1000
9201,1,143,142,4.73319756171598E-05,3.5423253082745E-05,-0.251599946529538,1,1000
9202,1,142,141,4.73319756171598E-05,4.08742705346924E-05,-0.136434302567463,1,1000
9203,1,141,140,4.73319756171598E-05,3.92041296228005E-05,-0.171719981859632,1,1000
9204,1,140,139,4.73319756171598E-05,3.44012718313563E-05,-0.273191719069415,1,1000
9205,1,139,138,4.73319756171598E-05,3.01001509728025E-05,-0.36406307616938,1,1000
9206,1,138,137,4.73319756171598E-05,3.23689400484441E-05,-0.316129537666942,1,1000
9207,1,137,136,4.73319756171598E-05,3.33468232831366E-05,-0.295469440091425,1,1000
9208,1,136,135,4.73319756171598E-05,3.20799705304579E-05,-0.322234702604985,1,1000
9209,1,135,134,4.73319756171598E-05,3.48585716789082E-05,-0.263530177551462,1,1000
9210,1,134,133,4.73319756171598E-05,3.09251261498197E-05,-0.346633523181989,1,1000
9211,1,133,132,4.73319756171598E-05,2.48577520468512E-05,-0.474821160056559,1,1000
9212,1,132,131,4.73319756171598E-05,2.50299067723487E-05,-0.471183984061836,1,1000
9213,1,131,130,4.73319756171598E-05,2.55209751232107E-05,-0.460809002995466,1,1000
9214,1,130,126,4.73319756171598E-05,5.46743057069848E-05,0.155124099387119,1,1000
