epoch,training_loss,validation_loss,training_accuracy,validation_accuracy,active_neurons,active_connections,learning_rate,random_seed
1,0.000274030809245635,0.000236488275080096,0.993650793650794,1,24,276,0.05,19
50,8.21905358007094E-06,7.54148566456377E-06,0.996825396825397,1,24,276,0.05,19
100,3.8996348243644E-06,4.53085127247949E-06,0.996825396825397,1,24,276,0.05,19
150,1.43327647513057E-06,1.64697728267624E-06,1,1,24,276,0.05,19
200,1.66203484787662E-06,1.50742046616165E-06,1,1,24,276,0.05,19
250,2.49411959551251E-06,2.20874964466397E-06,1,1,24,276,0.05,19
300,1.63544616787356E-06,1.36855376295564E-06,1,1,24,276,0.05,19
350,1.41001284721624E-06,8.81437189083725E-07,1,1,24,276,0.05,19
400,1.23794438233233E-06,1.09890785744469E-06,1,1,24,276,0.05,19
