index,src,dst,weight
0,0,1,0.35913664707612
1,0,2,-0.691051507592712
2,0,3,-0.592967773528373
3,0,4,-0.341882772623061
4,0,5,0.390775845649843
5,0,8,0.8443634273121
6,0,14,-0.588282397861616
7,0,17,-0.342413122010999
8,1,5,0.386928659715577
9,1,8,0.486531892394528
10,1,9,0.429833547804765
11,1,13,0.338024822543756
12,1,17,-0.350350369814154
13,2,4,0.396654312510165
14,2,10,0.371064380000305
15,2,14,0.362790318635865
16,2,18,-0.531707341486975
17,3,4,-0.447337388497363
18,3,6,-0.344562677316629
19,3,8,-0.411046058789045
20,3,9,-0.406521242740449
21,3,15,-0.385666547554817
22,3,18,-0.634454618849803
23,4,9,0.314330012124635
24,4,10,0.357297834169487
25,4,11,0.331872652030101
26,4,13,0.389291893361768
27,4,15,-0.325171094797569
28,4,18,-0.329145689967294
29,5,18,0.434563471910533
30,6,7,-0.495972379729637
31,6,12,-0.365206027557236
32,7,10,-0.43086338678108
33,7,13,-0.356011706945348
34,7,14,-0.313238246506218
35,7,15,0.3529065082555
36,7,16,-0.352073993497942
37,8,9,0.455678108218906
38,8,11,-0.492645428867235
39,8,16,-0.490707992119347
40,8,18,0.551940441404091
41,9,11,0.436462664915101
42,9,18,0.423994321276652
43,10,11,0.352752298177597
44,10,12,0.333929295247588
45,10,16,0.383269559174394
46,11,15,-0.42856973707815
47,11,18,-0.427210716148001
48,12,15,0.397269197427643
49,12,17,-0.41173050800004
50,13,15,-0.375200273728662
51,14,18,-0.605025958277299
52,15,17,0.435718134198253
53,16,17,-0.311602116718505
54,17,18,-0.454001621873778
