attempt,batch_size,active_connections_before,active_connections_after,validation_loss_before,validation_loss_after,relative_loss_change,accepted,fine_tuning_epochs
1,138,276,104,5.99608356297931E-06,2.84192543599876E-06,-0.526036385892749,1,2500
2,138,104,104,5.99608356297931E-06,0.276753223314575,46154.6648448479,0,2500
3,69,104,104,5.99608356297931E-06,1.80124801023494E-05,2.00404087320615,0,2500
4,34,104,41,5.99608356297931E-06,1.17489078033952E-06,-0.804056970187429,1,2500
5,34,41,5,5.99608356297931E-06,1.61880831592228E-31,-1,1,2500
6,34,5,5,5.99608356297931E-06,0.276373174752767,46091.282045423,0,2500
7,17,5,5,5.99608356297931E-06,0.27640184843955,46096.0641146657,0,2500
8,8,5,5,5.99608356297931E-06,0.277037077146698,46202.0047174734,0,2500
9,4,5,5,5.99608356297931E-06,0.278759652086876,46489.2880620241,0,2500
10,2,5,1,5.99608356297931E-06,1.90541812290913E-09,-0.999682222887174,1,2500
11,2,1,1,5.99608356297931E-06,0.27592300569495,46016.2048632776,0,2500
12,1,1,1,5.99608356297931E-06,0.276057230609664,46038.5902942516,0,2500
