epoch,training_loss,validation_loss,training_accuracy,validation_accuracy,active_neurons,active_connections,learning_rate,random_seed
1,0.00187485508006626,0.00171888147738262,0.961904761904762,1,24,276,0.05,7
50,0.000138890473569872,0.000115730364429484,0.984126984126984,1,24,276,0.05,7
100,7.52238301651857E-05,5.97766174163409E-05,0.993650793650794,1,24,276,0.05,7
150,1.6757020109674E-05,2.15464806924915E-05,0.996825396825397,1,24,276,0.05,7
200,1.17232227422104E-05,1.18087877992581E-05,0.996825396825397,1,24,276,0.05,7
250,9.43638981078593E-06,1.05733532225552E-05,0.996825396825397,1,24,276,0.05,7
300,8.46882032919591E-06,1.16926004224271E-05,1,1,24,276,0.05,7
350,9.38392782144941E-06,8.46568008865354E-06,0.996825396825397,1,24,276,0.05,7
400,1.24248849913914E-05,1.15746483874415E-05,0.996825396825397,1,24,276,0.05,7
