epoch,training_loss,validation_loss,training_accuracy,validation_accuracy,active_neurons,active_connections,learning_rate,random_seed
1,0.00329538412669309,0.00476200843444847,0.993630573248408,0.96969696969697,24,276,0.05,7
50,0.000182296113812355,0.000103981321665412,1,1,24,276,0.05,7
100,7.67726831059941E-05,9.30236811201506E-05,1,0.96969696969697,24,276,0.05,7
150,6.68654998935007E-05,4.30351762505642E-05,1,1,24,276,0.05,7
