epoch,training_loss,validation_loss,training_accuracy,validation_accuracy,active_neurons,active_connections,learning_rate,random_seed
1,0.000197862784414387,0.000199303528104,0.987261146496815,1,24,276,0.05,5
50,4.22060388117605E-05,4.51394569694932E-05,0.993630573248408,1,24,276,0.05,5
100,2.18314671791418E-05,1.31502318282318E-05,1,1,24,276,0.05,5
150,1.34719260288724E-05,7.43855885665292E-06,1,1,24,276,0.05,5
