epoch,training_loss,validation_loss,training_accuracy,validation_accuracy,active_neurons,active_connections,learning_rate,random_seed
1,0.00036109153449115,0.000309782110377637,1,1,24,276,0.05,3
50,2.39672775555453E-06,2.68963296284971E-06,1,1,24,276,0.05,3
100,3.92820964837795E-06,3.27498870463778E-06,1,1,24,276,0.05,3
150,2.48919480851302E-06,3.20468928116729E-06,1,1,24,276,0.05,3
200,1.78802550132623E-06,1.52262527193675E-06,1,1,24,276,0.05,3
250,3.34463353215949E-06,3.57182108392405E-06,1,1,24,276,0.05,3
300,1.34808404377504E-06,1.59173578751459E-06,1,1,24,276,0.05,3
350,2.17197209302878E-06,2.76686863086492E-06,1,1,24,276,0.05,3
400,3.40303942018076E-06,4.04474369490969E-06,1,1,24,276,0.05,3
