epoch,training_loss,validation_loss,training_accuracy,validation_accuracy,active_neurons,active_connections,learning_rate,random_seed
1,4.62419545411164E-05,6.90655970080196E-05,1,1,24,276,0.05,23
50,9.36403643932961E-06,8.6482389752253E-06,1,1,24,276,0.05,23
100,6.01310825267524E-06,5.32660979689918E-06,1,1,24,276,0.05,23
150,2.83995790475862E-05,2.42149793458332E-05,1,1,24,276,0.05,23
200,5.86924771592613E-06,5.16821169579067E-06,1,1,24,276,0.05,23
250,1.55943614504867E-06,1.41962687552963E-06,1,1,24,276,0.05,23
300,6.11461263302146E-06,1.09769186403909E-05,1,1,24,276,0.05,23
350,6.08153514241934E-06,7.98375091181194E-06,1,1,24,276,0.05,23
400,6.04553604646194E-06,5.35249136858823E-06,1,1,24,276,0.05,23
