attempt,batch_size,active_connections_before,active_connections_after,validation_loss_before,validation_loss_after,relative_loss_change,accepted,fine_tuning_epochs
1,138,276,126,7.43855885665292E-06,9.27686116928542E-06,0.247131514055084,1,10000
2,138,126,126,7.43855885665292E-06,0.425338295165068,57179.201617233,0,10000
3,69,126,25,7.43855885665292E-06,1.16721356329026E-06,-0.843086061993538,1,10000
4,69,25,25,7.43855885665292E-06,0.42033911846984,56507.1390858251,0,10000
5,34,25,25,7.43855885665292E-06,0.466219716079651,62675.080819428,0,10000
6,17,25,8,7.43855885665292E-06,3.15002016846899E-09,-0.999576528165042,1,10000
7,17,8,8,7.43855885665292E-06,0.40217490172272,54065.2391026215,0,10000
8,8,8,8,7.43855885665292E-06,0.400724835474004,53870.2999649929,0,10000
9,4,8,2,7.43855885665292E-06,3.18175103051575E-09,-0.999572262437949,1,10000
10,4,2,2,7.43855885665292E-06,0.404481296131868,54375.2984102905,0,10000
11,2,2,2,7.43855885665292E-06,0.395048223614999,53107.1666795813,0,10000
12,1,2,2,7.43855885665292E-06,0.40633188289392,54624.0813799105,0,10000
