index,funno,ihono,bias
0,1,1,0
1,1,3,0.189113886328255
2,1,3,-0.12347051605707
3,1,3,-0.347102231454585
4,7,3,0.141308380605711
5,7,3,-0.536632346296917
6,7,3,-0.494904126263767
7,7,3,-0.00566351986500114
8,7,3,-0.119133604009944
9,7,3,-0.249950453017832
10,7,3,0.0791357475349472
11,7,3,-0.28678922918722
12,7,3,0.229509803418904
13,7,3,-0.375381882611772
14,7,3,-0.394429061512961
15,7,3,-0.180278951210432
16,1,2,-0.107358105161827
