attempt,batch_size,active_connections_before,active_connections_after,validation_loss_before,validation_loss_after,relative_loss_change,accepted,fine_tuning_epochs
1,138,276,119,5.71030619423263E-05,1.4118931258869E-05,-0.752746511682175,1,5000
2,138,119,119,5.71030619423263E-05,0.519559643825348,9097.63019867654,0,5000
3,69,119,119,5.71030619423263E-05,6.79238971469896E-05,0.189496584536784,0,5000
4,34,119,84,5.71030619423263E-05,2.90257565441514E-06,-0.949169526892503,1,5000
5,34,84,46,5.71030619423263E-05,1.41753413601777E-05,-0.751758646944455,1,5000
6,34,46,10,5.71030619423263E-05,3.24481019763998E-06,-0.943176248571097,1,5000
7,34,10,10,5.71030619423263E-05,0.52452531822833,9184.590060969,0,5000
8,17,10,10,5.71030619423263E-05,0.543020676922623,9508.48440332446,0,5000
9,8,10,10,5.71030619423263E-05,0.53757088558628,9413.04659051773,0,5000
10,4,10,4,5.71030619423263E-05,3.4387451620956E-09,-0.999939780021506,1,5000
11,4,4,4,5.71030619423263E-05,0.517911986737874,9068.77610519312,0,5000
12,2,4,4,5.71030619423263E-05,0.545581962427448,9553.33813651677,0,5000
13,1,4,2,5.71030619423263E-05,3.47728436916452E-09,-0.999939105115367,1,5000
14,1,2,2,5.71030619423263E-05,0.562276526695538,9845.69661433275,0,5000
