epoch,training_loss,validation_loss,training_accuracy,validation_accuracy,active_neurons,active_connections,learning_rate,random_seed
1,0.00523631923363013,0.00659854612622732,1,0.96969696969697,24,276,0.05,15
50,5.08527781429598E-05,4.31548292926319E-05,1,1,24,276,0.05,15
100,5.18924616428788E-05,3.1299371743001E-05,1,0.96969696969697,24,276,0.05,15
150,4.7275283279073E-05,3.13271984563517E-05,1,0.96969696969697,24,276,0.05,15
