index,funno,ihono,bias
0,1,1,0
1,1,3,0.161415904416671
2,1,3,-0.18507828732465
3,1,3,-0.271600319853787
4,2,3,0.255900896137746
5,2,3,0.454577123012702
6,2,3,0.138825640767135
7,4,3,0.0669814209756731
8,4,3,0.497974108142591
9,4,3,0.36343599535832
10,4,3,0.267827409444712
11,7,3,-0.188288436312415
12,7,3,-0.469727281335853
13,7,3,0.384227288925987
14,7,3,-0.175623271409537
15,7,3,-0.131571538757393
16,7,3,-0.100396071053826
17,7,3,-0.385952359195285
18,7,3,-0.00641743786104469
19,7,3,-0.367604432814575
20,7,3,-0.324794159089162
21,7,3,0.268414135220835
22,7,3,-0.0209148918157861
23,1,2,-0.0165564279170922
