index,funno,ihono,bias
0,1,1,0
1,1,3,-0.192936975614275
2,1,3,-0.472581846299188
3,1,3,-0.0172196899641512
4,2,3,0.393171628392096
5,2,3,-0.341979440577198
6,2,3,-0.351562439003397
7,4,3,0.343850605519866
8,4,3,0.459095734079306
9,4,3,-0.196145581256436
10,4,3,-0.181697189849792
11,7,3,-0.0965258991567211
12,7,3,-0.457460656646628
13,7,3,-0.440912241954379
14,7,3,-0.289818993716309
15,7,3,0.0170498973227678
16,7,3,0.481283109468397
17,7,3,0.113218247063368
18,7,3,0.348167616734441
19,7,3,0.398983218681396
20,7,3,0.12575124243111
21,7,3,-0.234501463895897
22,7,3,0.0894254088253998
23,1,2,0.306163069560102
