index,funno,ihono,bias
0,1,1,0
1,1,1,0
2,1,3,-3.36272886773309
3,1,3,-2.98939631473659
4,1,3,-1.53304453685687
5,1,3,0.123665806655628
6,2,3,-0.33154450902608
7,2,3,0.118607252938076
8,2,3,0.345468476405944
9,2,3,-0.259857192434255
10,2,3,0.141641050494734
11,2,3,-0.27546429103862
12,4,3,0.334108958505948
13,4,3,-0.024017969525871
14,4,3,0.163870554799025
15,4,3,0.955235053228044
16,4,3,-0.138241118260569
17,4,3,0.085526712907488
18,4,3,-0.368967058314387
19,4,3,-0.120868719017194
20,4,3,-0.606815241561119
21,4,3,0.468276503009656
22,7,3,-1.56213959090728
23,7,3,-1.23267157812634
24,2,2,0.673913128595968
