attempt,batch_size,active_connections_before,active_connections_after,validation_loss_before,validation_loss_after,relative_loss_change,accepted,fine_tuning_epochs
1,149,299,299,0.00302560213492551,0.00531866147909828,0.757885287593908,0,2500
2,74,299,299,0.00302560213492551,0.00432161368504424,0.42834830632833,0,2500
3,37,299,299,0.00302560213492551,0.00481865080113556,0.592625396945719,0,2500
4,18,299,281,0.00302560213492551,0.00326980389895171,0.0807117899631605,1,2500
5,18,281,281,0.00302560213492551,0.00833505978921405,1.75484330639502,0,2500
6,9,281,281,0.00302560213492551,0.0113959350853492,2.76650153495139,0,2500
7,4,281,277,0.00302560213492551,0.00311133398238471,0.028335466342243,1,2500
8,4,277,277,0.00302560213492551,0.00801110548898949,1.64777228853545,0,2500
9,2,277,277,0.00302560213492551,0.00524313546413757,0.732922978740114,0,2500
10,1,277,277,0.00302560213492551,0.00979816101635441,2.23841687684281,0,2500
