attempt,batch_size,active_connections_before,active_connections_after,validation_loss_before,validation_loss_after,relative_loss_change,accepted,fine_tuning_epochs
1,138,276,120,5.20300176188416E-07,3.00292114275364E-07,-0.422848332523686,1,2500
2,138,120,120,5.20300176188416E-07,0.655333242832471,1259528.15802042,0,2500
3,69,120,120,5.20300176188416E-07,1.30982496691692E-05,24.174409444032,0,2500
4,34,120,120,5.20300176188416E-07,8.22139096282656E-07,0.580124577903152,0,2500
5,17,120,120,5.20300176188416E-07,2.57335314156869E-06,3.94590096128816,0,2500
6,8,120,120,5.20300176188416E-07,3.66494926630411E-06,6.04391317556834,0,2500
7,4,120,120,5.20300176188416E-07,1.10696876502698E-06,1.12755792845651,0,2500
8,2,120,120,5.20300176188416E-07,6.75127905927008E-07,0.297573856062898,0,2500
9,1,120,119,5.20300176188416E-07,1.93356299141194E-07,-0.628375487862273,1,2500
10,1,119,118,5.20300176188416E-07,3.60417796708292E-07,-0.307288728309455,1,2500
11,1,118,117,5.20300176188416E-07,2.93212449885643E-07,-0.436455216998693,1,2500
12,1,117,116,5.20300176188416E-07,1.81835312509791E-07,-0.650518449096309,1,2500
13,1,116,115,5.20300176188416E-07,1.97543725845089E-07,-0.62032739006117,1,2500
14,1,115,114,5.20300176188416E-07,1.31407899315976E-07,-0.747438295565002,1,2500
15,1,114,113,5.20300176188416E-07,1.65109107228007E-07,-0.682665671117866,1,2500
16,1,113,112,5.20300176188416E-07,1.30324099720062E-07,-0.749521323104708,1,2500
17,1,112,111,5.20300176188416E-07,1.22666314743542E-07,-0.764239336526534,1,2500
18,1,111,110,5.20300176188416E-07,1.08690910992426E-07,-0.791099607559876,1,2500
19,1,110,109,5.20300176188416E-07,1.55546321510472E-07,-0.701045033945666,1,2500
20,1,109,108,5.20300176188416E-07,1.36295365306139E-07,-0.738044745045825,1,2500
21,1,108,108,5.20300176188416E-07,8.67833465128797E-07,0.667947667222255,0,2500
