index,funno,ihono,bias
0,1,1,0
1,1,1,0
2,1,3,-0.0135539719118104
3,1,3,-0.0765486991962684
4,1,3,-0.0531864512543806
5,2,3,0.0771115515759752
6,2,3,-0.0461053132110855
7,2,3,0.350790480728615
8,4,3,-0.333794976114419
9,4,3,0.438364756319227
10,4,3,0.0749192131179132
11,7,3,-0.423136150392899
12,7,3,0.619647148334962
13,7,3,-0.180297913491114
14,7,3,-0.357847474170328
15,7,3,-0.272734528748883
16,7,3,0.0480993727278998
17,7,3,-0.30782004164747
18,7,3,0.403861731226514
19,7,3,-0.402106059727791
20,7,3,0.307351587943865
21,7,3,-0.3019064040963
22,7,3,-0.0407823050830255
23,7,3,-0.413643335930138
24,1,2,0.352431350379526
