epoch,training_loss,validation_loss,training_accuracy,validation_accuracy,active_neurons,active_connections,learning_rate,random_seed
1,0.00482945721755254,0.00475711018408699,0.987261146496815,1,24,276,0.05,3
50,9.96106218198231E-05,8.4531157175692E-05,1,1,24,276,0.05,3
100,1.31722326551713E-05,1.04855322169584E-05,1,1,24,276,0.05,3
150,3.04537834769712E-06,2.66696968712143E-06,1,1,24,276,0.05,3
