epoch,training_loss,validation_loss,training_accuracy,validation_accuracy,active_neurons,active_connections,learning_rate,random_seed
1,0.00208333000171591,0.00224744250997002,0.965079365079365,0.970149253731343,24,276,0.05,8
50,1.45939777789534E-05,1.58695982397945E-05,1,0.985074626865672,24,276,0.05,8
100,1.24551234360193E-05,1.14547156162745E-05,1,0.985074626865672,24,276,0.05,8
150,8.06296398276094E-06,7.52958866046603E-06,1,1,24,276,0.05,8
200,3.33780961292702E-06,3.32454031885751E-06,1,1,24,276,0.05,8
250,2.99622598907507E-06,2.80734813739517E-06,1,0.985074626865672,24,276,0.05,8
300,1.28097298507682E-06,1.2650569113787E-06,1,1,24,276,0.05,8
350,2.14146249002429E-06,2.04178289604013E-06,1,1,24,276,0.05,8
400,1.13910273161889E-06,1.09266551477422E-06,1,1,24,276,0.05,8
