attempt,batch_size,active_connections_before,active_connections_after,validation_loss_before,validation_loss_after,relative_loss_change,accepted,fine_tuning_epochs
1,138,276,138,3.59101436870772E-06,2.68030226937922E-06,-0.253608592397874,1,10000
2,138,138,138,3.59101436870772E-06,0.474629849839424,132170.52623375,0,10000
3,69,138,138,3.59101436870772E-06,8.43404274289376E-05,22.4865190637733,0,10000
4,34,138,138,3.59101436870772E-06,7.28802549686439E-05,19.2951721952789,0,10000
5,17,138,138,3.59101436870772E-06,4.47883331569708E-06,0.247233471056495,0,10000
6,8,138,130,3.59101436870772E-06,2.98680803122052E-06,-0.168255059838324,1,10000
7,8,130,130,3.59101436870772E-06,7.38458075199398E-06,1.05640523645452,0,10000
8,4,130,126,3.59101436870772E-06,3.58564530128453E-06,-0.00149513949873761,1,10000
9,4,126,122,3.59101436870772E-06,2.06684347244168E-06,-0.424440210974298,1,10000
10,4,122,118,3.59101436870772E-06,1.1465600566572E-06,-0.680714155128873,1,10000
11,4,118,114,3.59101436870772E-06,1.08398014789114E-06,-0.698140960577323,1,10000
12,4,114,110,3.59101436870772E-06,8.63684136663006E-07,-0.759487418321354,1,10000
13,4,110,105,3.59101436870772E-06,4.01263580938938E-07,-0.888258987645505,1,10000
14,4,105,101,3.59101436870772E-06,9.45891602037369E-07,-0.736594871276507,1,10000
15,4,101,80,3.59101436870772E-06,1.40102644396764E-06,-0.609852175425346,1,10000
16,4,80,76,3.59101436870772E-06,3.69454787083611E-07,-0.897116873075458,1,10000
17,4,76,72,3.59101436870772E-06,5.60549350769219E-07,-0.843902225606816,1,10000
18,4,72,65,3.59101436870772E-06,6.43239265369794E-07,-0.820875329551724,1,10000
19,4,65,61,3.59101436870772E-06,5.5333315372532E-07,-0.845911740552449,1,10000
20,4,61,61,3.59101436870772E-06,4.05883408038354E-05,10.3027508766114,0,10000
21,2,61,59,3.59101436870772E-06,5.51478932463472E-07,-0.846428090828851,1,10000
22,2,59,59,3.59101436870772E-06,3.62335886420577E-05,9.09007063792309,0,10000
23,1,59,59,3.59101436870772E-06,8.30507867607047E-05,22.1273891534418,0,10000
9100,1,59,59,3.59101436870772E-06,6.2385713443194E-06,0.737272732374068,0,5000
9101,1,59,55,3.59101436870772E-06,9.62980306761181E-07,-0.731836130996122,1,5000
9102,1,55,55,3.59101436870772E-06,7.78340182597009E-06,1.16746607693777,0,5000
9103,1,55,50,3.59101436870772E-06,6.85230116976043E-07,-0.809182017497013,1,5000
9104,1,50,50,3.59101436870772E-06,8.17852438424902E-06,1.27749698121987,0,5000
9105,1,50,43,3.59101436870772E-06,8.88796346599792E-07,-0.752494349689935,1,5000
9106,1,43,43,3.59101436870772E-06,5.50938003756594E-06,0.534212752133479,0,5000
9107,1,43,39,3.59101436870772E-06,7.10888259374137E-07,-0.802036921498044,1,5000
9108,1,39,39,3.59101436870772E-06,4.83444297583795E-06,0.346261106044445,0,5000
9200,1,39,39,3.59101436870772E-06,4.94434250321336E-06,0.376865140473569,0,5000
9201,1,39,37,3.59101436870772E-06,3.56541803847514E-06,-0.00712788298917108,1,5000
