epoch,training_loss,validation_loss,training_accuracy,validation_accuracy,active_neurons,active_connections,learning_rate,random_seed
1,0.000484145361579301,0.0001897626603721,1,1,24,276,0.05,28
50,0.000199262826594805,1.87221770123859E-05,1,1,24,276,0.05,28
100,0.000260357398117147,6.4491822767103E-05,1,1,24,276,0.05,28
150,0.000200495306962056,9.80088969273351E-06,1,1,24,276,0.05,28
200,0.000194564666780563,5.86574978241312E-06,1,1,24,276,0.05,28
250,0.000191423982632731,3.18048360328084E-06,1,1,24,276,0.05,28
300,0.000189740325672112,7.06058046681684E-06,1,1,24,276,0.05,28
350,0.000191697387990546,9.85475532216586E-06,1,1,24,276,0.05,28
400,0.00019065458129552,5.15645389332778E-06,1,1,24,276,0.05,28
