attempt,batch_size,active_connections_before,active_connections_after,validation_loss_before,validation_loss_after,relative_loss_change,accepted,fine_tuning_epochs
1,138,276,116,3.82786250866668E-06,2.06556380531159E-06,-0.460387148014085,1,10000
2,138,116,116,3.82786250866668E-06,1.54101836585946,402578.340916877,0,10000
3,69,116,116,3.82786250866668E-06,4.58742598469022E-06,0.19843018768407,0,10000
4,34,116,116,3.82786250866668E-06,9.62357931424118E-06,1.51408698521757,0,10000
5,17,116,99,3.82786250866668E-06,4.09081583644814E-06,0.0686945592183894,1,10000
6,17,99,99,3.82786250866668E-06,3.03344519332802E-05,6.92464511580544,0,10000
7,8,99,91,3.82786250866668E-06,2.0978942431037E-06,-0.451941066756227,1,10000
8,8,91,91,3.82786250866668E-06,6.14871492198717E-06,0.606305061392837,0,10000
9,4,91,91,3.82786250866668E-06,1.93517858071528E-05,4.05550702600689,0,10000
10,2,91,89,3.82786250866668E-06,3.56744926086733E-06,-0.0680309826201294,1,10000
11,2,89,63,3.82786250866668E-06,1.90196874015507E-06,-0.503125115949486,1,10000
12,2,63,63,3.82786250866668E-06,1.99409263926051E-05,4.20941552823716,0,10000
13,1,63,63,3.82786250866668E-06,5.6321041979539E-05,13.713444344467,0,10000
8100,1,63,63,3.82786250866668E-06,6.3615056906489E-06,0.661895033127702,0,5000
8101,1,63,58,3.82786250866668E-06,1.76114822103158E-06,-0.539913406752684,1,5000
8102,1,58,39,3.82786250866668E-06,1.71251007281589E-06,-0.552619753468526,1,5000
8103,1,39,33,3.82786250866668E-06,2.8037494692133E-06,-0.267541751338948,1,5000
8104,1,33,25,3.82786250866668E-06,3.41958706299039E-06,-0.106658858501819,1,5000
8300,1,25,24,3.82786250866668E-06,1.18611244499421E-06,-0.690137134677977,1,5000
