index,funno,ihono,bias
0,1,1,0
1,1,1,0
2,1,3,0.155663157063131
3,1,3,0.0530574392267124
4,2,3,-0.254093478033753
5,2,3,0.288875595476676
6,2,3,0.0500826903404123
7,4,3,-0.0631839624383986
8,4,3,-0.0566877273529095
9,4,3,0.431348536891096
10,7,3,-0.150292031277915
11,7,3,-0.295768033801176
12,7,3,0.204998991191735
13,7,3,-0.556651800408032
14,7,3,0.0700389015031908
15,7,3,0.00371436425755362
16,7,3,-0.46980906021404
17,7,3,-0.294192451195386
18,7,3,0.442450615000588
19,7,3,0.335243845959192
20,7,3,-0.101021314547228
21,7,3,0.440193092118054
22,7,3,0.237369286566786
23,1,2,0.0771905441182931
