experiment,group,metric,n,mean,sd,median,min,max,ci95_lo,ci95_hi
Exp06_Noise,S1_noise0.01,test_rmse,10,0.009805320858746762,0.0008836003938445591,0.009661466891642505,0.00839361319414889,0.0111643772039565,0.00917323121487604,0.010437410502617485
Exp06_Noise,S1_noise0.01,pruned_n,10,2.0,0.0,2.0,2.0,2.0,2.0,2.0
Exp06_Noise,S1_noise0.02,max_rel_err,10,0.0017894891926536513,0.0012365179426252375,0.0019164170440597,0.000348577912475179,0.00381807651199532,0.0009049375430181935,0.002674040842289109
Exp06_Noise,S1_noise0.02,test_rmse,10,0.019682890095548865,0.0017959267275597763,0.019837355117302752,0.0167942977001259,0.0223287544079155,0.01839816150833994,0.02096761868275779
Exp06_Noise,S1_noise0.02,pruned_n,10,2.0,0.0,2.0,2.0,2.0,2.0,2.0
Exp06_Noise,S1_noise0.05,max_rel_err,10,0.005644319831934594,0.003453691723132372,0.00719330178628306,0.00112055815839884,0.0102395378913976,0.003173697606637082,0.008114942057232106
Exp06_Noise,S1_noise0.05,test_rmse,10,0.049816435839834916,0.00468818201727383,0.04990706918787125,0.0418560505312402,0.057544444062719,0.046462712457247736,0.053170159222422096
Exp06_Noise,S1_noise0.05,pruned_n,10,2.0,0.0,2.0,2.0,2.0,2.0,2.0
Exp06_Noise,S1_noise0.1,max_rel_err,10,0.01618282035563636,0.005755175974146109,0.0161268501720882,0.00753819940228446,0.0260950297757303,0.012065815477352769,0.020299825233919953
Exp06_Noise,S1_noise0.1,test_rmse,10,0.100735332160832,0.009252154708028334,0.09999238622179266,0.083910221374086,0.115067395595002,0.0941167393951714,0.1073539249264926
Exp06_Noise,S1_noise0.1,pruned_n,10,2.0,0.0,2.0,2.0,2.0,2.0,2.0
Exp06_Noise,S2_noise0,max_rel_err,10,2.323304947119997e-15,1.8813187314838862e-15,2.08166817117217e-15,1.30614473485313e-16,6.66133814775094e-15,9.774906001877756e-16,3.6691192940522184e-15
Exp06_Noise,S2_noise0,test_rmse,10,7.80388571935093e-16,5.163406990246969e-16,6.782858675085395e-16,1.92034818798021e-16,1.98706425197183e-15,4.1102068704492907e-16,1.149756456825257e-15
Exp06_Noise,S2_noise0,pruned_n,10,3.0,0.0,3.0,3.0,3.0,3.0,3.0
Exp06_Noise,S2_noise0.01,max_rel_err,10,0.0027153903635820115,0.0024457562788373272,0.001893834820096835,0.000498733331498681,0.00862673538375491,0.0009658017191513854,0.004464979008012637
Exp06_Noise,S2_noise0.01,test_rmse,10,0.010090465581049313,0.0005366101391327014,0.010079152462601451,0.00928524917939121,0.0108537413140412,0.009706597812197371,0.010474333349901254
