attempt,batch_size,active_connections_before,active_connections_after,validation_loss_before,validation_loss_after,relative_loss_change,accepted,fine_tuning_epochs
1,138,276,276,2.72113100024982E-06,2.86365875717115E-05,9.5237813133886,0,10000
2,69,276,276,2.72113100024982E-06,3.9228018654732E-06,0.441607135089438,0,10000
3,34,276,242,2.72113100024982E-06,8.76155847436416E-07,-0.678017762703825,1,10000
4,34,242,208,2.72113100024982E-06,1.42265517957788E-06,-0.477182399727442,1,10000
5,34,208,208,2.72113100024982E-06,2.3382461789699E-05,7.59292029216981,0,10000
6,17,208,208,2.72113100024982E-06,3.5164790722798E-05,11.9228584436286,0,10000
7,8,208,200,2.72113100024982E-06,6.2754483285056E-07,-0.769380881408155,1,10000
8,8,200,200,2.72113100024982E-06,3.15433032620843E-05,10.5919826201636,0,10000
9,4,200,200,2.72113100024982E-06,2.31736770717453E-05,7.51619310853381,0,10000
10,2,200,198,2.72113100024982E-06,1.12924440010762E-06,-0.58500917449254,1,10000
11,2,198,198,2.72113100024982E-06,3.907168520763E-05,13.358619707777,0,10000
12,1,198,197,2.72113100024982E-06,7.40218167767404E-07,-0.72797407853593,1,10000
13,1,197,197,2.72113100024982E-06,2.13340999707871E-05,6.84015909885574,0,10000
9100,1,197,197,7.40218167767404E-07,1.38182036601481E-06,0.86677445405395,0,3000
9101,1,197,197,7.40218167767404E-07,1.14434748181085E-06,0.545959734090774,0,3000
9102,1,197,197,7.40218167767404E-07,1.1058167082728E-06,0.493906467613578,0,3000
9103,1,197,197,7.40218167767404E-07,9.21136527025298E-07,0.244412211339757,0,3000
9104,1,197,197,7.40218167767404E-07,1.21342911648073E-06,0.639285779948619,0,3000
9105,1,197,197,7.40218167767404E-07,2.29082342431154E-06,2.09479491866698,0,3000
9106,1,197,184,7.40218167767404E-07,7.77607719612775E-07,0.0505115295374923,1,3000
9107,1,184,184,7.40218167767404E-07,1.47266202657891E-06,0.989497273514173,0,3000
9108,1,184,184,7.40218167767404E-07,1.12578770457308E-06,0.520886346208717,0,3000
9109,1,184,184,7.40218167767404E-07,8.60114984872113E-07,0.161974972144137,0,3000
