attempt,batch_size,active_connections_before,active_connections_after,validation_loss_before,validation_loss_after,relative_loss_change,accepted,fine_tuning_epochs
1,138,276,129,0.00152499874226106,0.00142618536772709,-0.0647957088721675,1,2500
2,138,129,129,0.00152499874226106,0.155154234731579,100.74056570141,0,2500
3,69,129,27,0.00152499874226106,0.00121811994132495,-0.201232166579437,1,2500
4,69,27,27,0.00152499874226106,0.151927997024804,98.6249982472413,0,2500
5,34,27,27,0.00152499874226106,0.151418949860248,98.291196552559,0,2500
6,17,27,8,0.00152499874226106,0.00118595233758674,-0.222325694624265,1,2500
7,17,8,8,0.00152499874226106,0.163870994166666,106.456478241877,0,2500
8,8,8,8,0.00152499874226106,0.158872823723666,103.178986723694,0,2500
9,4,8,4,0.00152499874226106,0.00144944064374471,-0.0495463349722669,1,2500
10,4,4,4,0.00152499874226106,0.161101285222588,104.640274157688,0,2500
11,2,4,2,0.00152499874226106,0.00142084111907378,-0.0683001371088694,1,2500
12,2,2,2,0.00152499874226106,0.158848947578124,103.163330221902,0,2500
13,1,2,2,0.00152499874226106,0.152090556463318,98.7315946882808,0,2500
