N,seed,canonical,structural,near_zero_b,k_canonical,b,k_ols,pi_error,dense_neurons,pruned_neurons,dense_edges,pruned_edges,sq_linear,test_rmse,fidelity_max,fidelity_pass,reason
3000,1,1,1,1,3.12018072992745,1348.71721850309,3.12018072992745,0.00681562698393702,24,3,276,2,1,2454.7172401379,8.88178419700125E-16,1,canonical A = b + k r^2
3000,2,1,1,1,3.14727877296928,713.672698668439,3.14727877296928,0.00180994801251041,24,3,276,2,1,3786.82667976083,6.66133814775094E-15,1,canonical A = b + k r^2
3000,3,1,1,1,3.15296003087022,-703.814576135733,3.15296003087022,0.00361834856834115,24,3,276,2,1,2929.09497139847,3.10862446895044E-15,1,canonical A = b + k r^2
3000,4,1,1,1,3.13497270412944,1163.01150856692,3.13497270412944,0.00210719535926817,24,3,276,2,1,4502.01108572657,8.88178419700125E-15,1,canonical A = b + k r^2
3000,5,1,1,1,3.16257930764088,257.90537794132,3.16257930764088,0.0066802594623813,24,3,276,2,1,2302.05077984552,8.43769498715119E-15,1,canonical A = b + k r^2
3000,6,1,1,1,3.11119787680396,0.714292122352966,3.11119787680396,0.00967495793928044,24,3,276,2,1,5538.29184275199,8.43769498715119E-15,1,canonical A = b + k r^2
3000,7,1,1,1,3.1504489689623,-1237.8949693619,3.1504489689623,0.0028190527382313,24,3,276,2,1,3897.67239847912,9.32587340685131E-15,1,canonical A = b + k r^2
3000,8,1,1,1,3.13985000083275,282.104415179653,3.13985000083275,0.000554703600751165,24,3,276,2,1,2369.05303126238,9.76996261670138E-15,1,canonical A = b + k r^2
3000,9,1,1,1,3.13821356678439,306.094027432154,3.13821356678439,0.00107559673643457,24,3,276,2,1,2628.47084035273,4.44089209850063E-15,1,canonical A = b + k r^2
3000,10,1,1,1,3.14002949572739,-101.621101153943,3.14002949572739,0.000497568601269403,24,3,276,2,1,2596.7024694598,1.11022302462516E-14,1,canonical A = b + k r^2
3000,11,0,1,0,null,0,3.115751695242,0.0082254325105674,24,16,276,52,12,3723.01373719194,1.77635683940025E-15,1,non-canonical: square of degree>1 polynomial
3000,12,0,1,0,null,0,3.1536689923261,0.00384401800866908,24,15,276,56,11,4735.47442770552,1.33226762955019E-15,1,non-canonical: square of degree>1 polynomial
3000,13,1,1,1,3.14889768169526,-254.376087123855,3.14889768169526,0.00232526266482185,24,3,276,2,1,5366.86025150043,3.99680288865056E-15,1,canonical A = b + k r^2
3000,14,1,1,1,3.1445306050886,130.524401280162,3.1445306050886,0.00093517900719905,24,3,276,2,1,3795.44315028219,5.77315972805081E-15,1,canonical A = b + k r^2
3000,15,1,1,1,3.13342545926006,20.6601224472679,3.13342545926006,0.0025996986975392,24,3,276,2,1,2738.55197721988,2.66453525910038E-15,1,canonical A = b + k r^2
