index,funno,ihono,bias
0,1,1,0
1,1,1,0
2,1,3,0.0411188000097748
3,1,3,-0.11659441444398
4,1,3,-0.296414249928083
5,2,3,0.448428572749013
6,2,3,-0.40881274395722
7,2,3,-0.21731016595483
8,4,3,0.240965380029399
9,4,3,-0.126806778418081
10,4,3,-0.285161375994211
11,7,3,-0.367921088586516
12,7,3,0.142432426204954
13,7,3,-0.314111092674223
14,7,3,-0.396699833622912
15,7,3,-0.0420216443778995
16,7,3,-0.126249752200734
17,7,3,-0.279584342965236
18,7,3,0.32799252530062
19,7,3,-0.216102260411518
20,7,3,0.390842740927744
21,7,3,-0.393047047919294
22,7,3,-0.42997621662167
23,7,3,-0.247207687166848
24,1,2,-0.129614160721575
