attempt,batch_size,active_connections_before,active_connections_after,validation_loss_before,validation_loss_after,relative_loss_change,accepted,fine_tuning_epochs
1,149,299,299,4.92349322095433E-06,8.72763808611726E-05,16.7265158992655,0,5000
2,74,299,225,4.92349322095433E-06,4.26196350089545E-06,-0.134361862679817,1,5000
3,74,225,225,4.92349322095433E-06,3.06571560603628E-05,5.22670829115522,0,5000
4,37,225,225,4.92349322095433E-06,1.41809938185709E-05,1.88027081223891,0,5000
5,18,225,225,4.92349322095433E-06,1.67824257286122E-05,2.40864198963176,0,5000
6,9,225,225,4.92349322095433E-06,1.06033186009159E-05,1.15361697986874,0,5000
7,4,225,225,4.92349322095433E-06,8.25793564926577E-06,0.67725134953372,0,5000
8,2,225,223,4.92349322095433E-06,3.89417904432311E-06,-0.209061763759614,1,5000
9,2,223,221,4.92349322095433E-06,3.52900050902282E-06,-0.283232381837466,1,5000
10,2,221,221,4.92349322095433E-06,1.05025347344024E-05,1.13314698793607,0,5000
11,1,221,220,4.92349322095433E-06,3.09098331713109E-06,-0.37219710103877,1,5000
12,1,220,219,4.92349322095433E-06,2.76484595714853E-06,-0.438438150908509,1,5000
13,1,219,218,4.92349322095433E-06,2.27941630158405E-06,-0.537032712488994,1,5000
14,1,218,217,4.92349322095433E-06,2.17460127779868E-06,-0.55832146400779,1,5000
15,1,217,216,4.92349322095433E-06,2.05257224814482E-06,-0.583106514819783,1,5000
16,1,216,215,4.92349322095433E-06,1.79911364978969E-06,-0.634585939484453,1,5000
17,1,215,214,4.92349322095433E-06,2.25183143348376E-06,-0.542635415054501,1,5000
18,1,214,214,4.92349322095433E-06,9.70076561424462E-06,0.970301405708915,0,5000
