attempt,batch_size,active_connections_before,active_connections_after,validation_loss_before,validation_loss_after,relative_loss_change,accepted,fine_tuning_epochs
1,138,276,121,2.66696968712143E-06,2.45056564308499E-06,-0.0811422960978641,1,10000
2,138,121,121,2.66696968712143E-06,0.447521828564995,167800.617965903,0,10000
3,69,121,121,2.66696968712143E-06,1.90906549504955E-05,6.1581822030759,0,10000
4,34,121,87,2.66696968712143E-06,1.30030072601626E-06,-0.512442630189873,1,10000
5,34,87,87,2.66696968712143E-06,2.01471770242143E-05,6.55433296505144,0,10000
6,17,87,87,2.66696968712143E-06,1.07539035529205E-05,3.03225563636896,0,10000
7,8,87,79,2.66696968712143E-06,1.65202876011845E-06,-0.380559603622059,1,10000
8,8,79,69,2.66696968712143E-06,2.26486235598949E-06,-0.150773116422612,1,10000
9,8,69,57,2.66696968712143E-06,3.39740991246493E-07,-0.872611603766224,1,10000
10,8,57,57,2.66696968712143E-06,1.25580067874983E-05,3.70871748116969,0,10000
11,4,57,53,2.66696968712143E-06,5.00307207185919E-07,-0.812406114099511,1,10000
12,4,53,53,2.66696968712143E-06,5.66180512764945E-06,1.12293568801694,0,10000
13,2,53,48,2.66696968712143E-06,9.56679855974183E-07,-0.641285815660407,1,10000
14,2,48,46,2.66696968712143E-06,7.25153487380867E-07,-0.728098339144021,1,10000
15,2,46,44,2.66696968712143E-06,1.70629132576393E-07,-0.936021345349238,1,10000
16,2,44,39,2.66696968712143E-06,2.67522897701137E-07,-0.899690311819822,1,10000
17,2,39,37,2.66696968712143E-06,7.30893966725803E-07,-0.725945903976626,1,10000
18,2,37,35,2.66696968712143E-06,3.8494005037832E-07,-0.855663882406627,1,10000
19,2,35,33,2.66696968712143E-06,2.76488962459871E-07,-0.896328419556093,1,10000
20,2,33,20,2.66696968712143E-06,7.10093151661445E-07,-0.733745323356907,1,10000
21,2,20,20,2.66696968712143E-06,1.26144298587855E-05,3.72987372886146,0,10000
22,1,20,19,2.66696968712143E-06,1.19109406886927E-06,-0.553390473607194,1,10000
23,1,19,16,2.66696968712143E-06,4.88040605924471E-07,-0.817005566924447,1,10000
24,1,16,15,2.66696968712143E-06,2.04843930722115E-07,-0.92319225384852,1,10000
25,1,15,15,2.66696968712143E-06,7.47346386945412E-06,1.80223052610716,0,10000
