attempt,batch_size,active_connections_before,active_connections_after,validation_loss_before,validation_loss_after,relative_loss_change,accepted,fine_tuning_epochs
1,138,276,276,9.94661824033064E-07,6.23054650924255E-06,5.26398476215715,0,10000
2,69,276,276,9.94661824033064E-07,2.37448909689462E-06,1.38723256439738,0,10000
3,34,276,242,9.94661824033064E-07,8.89424498173271E-07,-0.105802116173602,1,10000
4,34,242,242,9.94661824033064E-07,2.20007573436033E-06,1.21188315586464,0,10000
5,17,242,242,9.94661824033064E-07,2.39719417053369E-06,1.41005949219381,0,10000
6,8,242,242,9.94661824033064E-07,2.056590848124E-06,1.06762821135039,0,10000
7,4,242,242,9.94661824033064E-07,2.73320480582491E-06,1.7478734377706,0,10000
8,2,242,242,9.94661824033064E-07,1.54252814166349E-06,0.550806620293308,0,10000
9,1,242,242,9.94661824033064E-07,1.24600325336159E-06,0.252690334800833,0,10000
8100,1,242,242,9.94661824033064E-07,1.28844460722978E-06,0.295359463988992,0,5000
8101,1,242,242,9.94661824033064E-07,1.38298363348929E-05,12.904058646603,0,5000
8102,1,242,242,9.94661824033064E-07,3.35994698193814E-06,2.37797922947774,0,5000
8103,1,242,242,9.94661824033064E-07,2.67904157221324E-06,1.69341951956143,0,5000
8104,1,242,242,9.94661824033064E-07,3.79258640435922E-06,2.81294055197714,0,5000
8105,1,242,242,9.94661824033064E-07,5.47729861303603E-06,4.50669431629252,0,5000
8106,1,242,222,9.94661824033064E-07,1.23205240069454E-06,0.238664610348602,1,5000
8107,1,222,222,9.94661824033064E-07,5.05506938324955E-06,4.08219905611006,0,5000
8108,1,222,222,9.94661824033064E-07,4.84622285875574E-06,3.87223168886257,0,5000
8109,1,222,204,9.94661824033064E-07,9.40536130884936E-07,-0.0544161762725183,1,5000
8110,1,204,183,9.94661824033064E-07,1.12081642948076E-06,0.126831655141021,1,5000
8111,1,183,183,9.94661824033064E-07,1.26401215768857E-06,0.270795889766202,0,5000
8112,1,183,183,9.94661824033064E-07,9.69705501715617E-06,8.74909741467451,0,5000
8113,1,183,183,9.94661824033064E-07,1.98773396578958E-06,0.998401786176832,0,5000
8114,1,183,183,9.94661824033064E-07,1.31581593963344E-06,0.322877693544312,0,5000
8200,1,183,183,9.94661824033064E-07,5.23941885286333E-06,4.26753789707039,0,5000
8201,1,183,183,9.94661824033064E-07,5.25578152953189E-06,4.28398838936155,0,5000
8202,1,183,183,9.94661824033064E-07,1.25988069826403E-05,11.6664225752184,0,5000
8300,105,183,183,9.94661824033064E-07,2.46646034208784E-06,1.47969740317072,0,5000
