attempt,batch_size,active_connections_before,active_connections_after,validation_loss_before,validation_loss_after,relative_loss_change,accepted,fine_tuning_epochs
1,138,276,276,1.740518113957E-06,2.51808893136356E-06,0.446746753838018,0,10000
2,69,276,276,1.740518113957E-06,1.00362155986346E-05,4.76622301035271,0,10000
3,34,276,242,1.740518113957E-06,1.29902099784823E-06,-0.253658443752157,1,10000
4,34,242,242,1.740518113957E-06,2.53627712175831E-06,0.457196625200401,0,10000
5,17,242,242,1.740518113957E-06,4.64848221189368E-06,1.67074624194834,0,10000
6,8,242,242,1.740518113957E-06,5.3762938648339E-06,2.08890428759233,0,10000
7,4,242,238,1.740518113957E-06,1.78527695560665E-06,0.0257158149005905,1,10000
8,4,238,238,1.740518113957E-06,4.12544810375967E-06,1.37024140724432,0,10000
9,2,238,238,1.740518113957E-06,3.49177760460424E-06,1.00617136736705,0,10000
10,1,238,237,1.740518113957E-06,1.39037455104895E-06,-0.201172030385834,1,10000
11,1,237,237,1.740518113957E-06,6.46793856964131E-06,2.7160995440241,0,10000
8100,1,237,216,1.740518113957E-06,1.66843432040954E-06,-0.0414151355101882,1,5000
8101,1,216,196,1.740518113957E-06,1.78118725632927E-06,0.0233661126799816,1,5000
8102,1,196,196,1.740518113957E-06,1.28833956343985E-05,6.40204628213179,0,5000
8103,1,196,196,1.740518113957E-06,2.62727754198657E-06,0.509480148996297,0,5000
8104,1,196,196,1.740518113957E-06,4.01326757086877E-06,1.30578902838578,0,5000
8105,1,196,180,1.740518113957E-06,1.44474002227122E-06,-0.169936807502302,1,5000
8106,1,180,180,1.740518113957E-06,5.83175444332186E-06,2.35058532086379,0,5000
8107,1,180,180,1.740518113957E-06,2.17721651258244E-06,0.25090138110233,0,5000
8108,1,180,180,1.740518113957E-06,6.2523746164469E-06,2.59224909313489,0,5000
8109,1,180,180,1.740518113957E-06,2.86644385729809E-06,0.646891137939001,0,5000
8200,1,180,162,1.740518113957E-06,1.86239405716338E-06,0.0700227950683584,1,5000
8201,1,162,162,1.740518113957E-06,7.72532373513039E-06,3.43851958401465,0,5000
8202,1,162,162,1.740518113957E-06,7.61432903434397E-06,3.37474851498849,0,5000
8300,82,162,162,1.740518113957E-06,7.69720091747343E-06,3.42236185636364,0,5000
