epoch,training_loss,validation_loss,training_accuracy,validation_accuracy,active_neurons,active_connections,learning_rate,random_seed
1,0.0126544886849687,0.0122841347550635,1,1,24,276,0.05,27
50,8.84879846558517E-06,1.16115025265818E-05,1,1,24,276,0.05,27
100,1.99322811541959E-06,2.37077800363852E-06,1,1,24,276,0.05,27
150,1.64028340999702E-06,1.60948913286635E-06,1,1,24,276,0.05,27
200,4.19575107688333E-06,5.05305963172652E-06,1,1,24,276,0.05,27
250,2.30272748897799E-06,2.70525519230575E-06,1,1,24,276,0.05,27
300,2.59055109063577E-06,2.96078227370139E-06,1,1,24,276,0.05,27
350,6.74114164294755E-06,7.69287144084907E-06,1,1,24,276,0.05,27
400,9.54850753857945E-07,1.06381384551438E-06,1,1,24,276,0.05,27
