epoch,training_loss,validation_loss,training_accuracy,validation_accuracy,active_neurons,active_connections,learning_rate,random_seed
1,0.00362500205929992,0.00247982252764608,1,1,24,276,0.05,9
50,7.09192014322435E-05,8.67342389590037E-05,1,0.96969696969697,24,276,0.05,9
100,2.53176243644624E-05,2.74681019283767E-05,1,0.96969696969697,24,276,0.05,9
150,1.07286177654916E-05,9.74179209880019E-06,1,1,24,276,0.05,9
