index,funno,ihono,bias
0,1,1,0
1,1,3,0.352173443621131
2,1,3,0.629475737895334
3,1,3,0.2924382024008
4,2,3,-0.0943448077179362
5,2,3,-0.533471384665349
6,2,3,-0.499915780181221
7,4,3,0.205527950923069
8,4,3,-0.0166570056673336
9,4,3,-0.0807612072498753
10,4,3,0.280970513677237
11,7,3,-0.0459918926404764
12,7,3,0.330284174736807
13,7,3,-0.297950229921272
14,7,3,-0.134052081358285
15,7,3,0.265417765396337
16,7,3,0.144645626986214
17,7,3,0.179080897878797
18,7,3,-0.0184470797369849
19,7,3,0.346194494186094
20,7,3,0.354931900804954
21,7,3,-0.157825174929586
22,7,3,0.338557447834743
23,1,2,0.273755455854564
