index,funno,ihono,bias
0,1,1,0
1,1,3,0.414300585130242
2,1,3,0.224831028653365
3,1,3,0.00132470527733614
4,2,3,0.190964670191801
5,2,3,0.223335481788753
6,2,3,-0.209789854530561
7,4,3,-0.105182140923767
8,4,3,-0.0582763940326493
9,4,3,-0.307290802311226
10,4,3,0.429278037731692
11,7,3,0.347351380121728
12,7,3,-0.203822517306783
13,7,3,0.0164549404691582
14,7,3,0.150002285835656
15,7,3,0.455490603244011
16,7,3,-0.192961218241116
17,7,3,-0.340754651673701
18,7,3,-0.230669985893609
19,7,3,0.460264091933387
20,7,3,-0.334708603592174
21,7,3,-0.310487867521329
22,7,3,-0.150031804611332
23,1,2,0.161814954313304
