attempt,batch_size,active_connections_before,active_connections_after,validation_loss_before,validation_loss_after,relative_loss_change,accepted,fine_tuning_epochs
1,149,299,299,1.14039287841989E-06,2.04530954158757E-05,16.9351307807317,0,2500
2,74,299,299,1.14039287841989E-06,1.3312763171566E-05,10.6738392737177,0,2500
3,37,299,262,1.14039287841989E-06,1.06939798907369E-06,-0.0622547638534599,1,2500
4,37,262,262,1.14039287841989E-06,2.24532124538235E-05,18.6890149690643,0,2500
5,18,262,262,1.14039287841989E-06,7.28438541308258E-06,5.38761040245686,0,2500
6,9,262,262,1.14039287841989E-06,1.91256475571464E-06,0.677110399325418,0,2500
7,4,262,262,1.14039287841989E-06,1.73049069828808E-06,0.517451337196904,0,2500
8,2,262,260,1.14039287841989E-06,1.17773791756433E-06,0.0327475204827559,1,2500
9,2,260,260,1.14039287841989E-06,1.31165986906247E-06,0.150182444913099,0,2500
10,1,260,260,1.14039287841989E-06,3.2512598197881E-06,1.85099975746342,0,2500
