attempt,batch_size,active_connections_before,active_connections_after,validation_loss_before,validation_loss_after,relative_loss_change,accepted,fine_tuning_epochs
1,138,276,276,2.37375225682099E-06,8.92065808301255E-06,2.75804090649265,0,2500
2,69,276,276,2.37375225682099E-06,3.37136773139903E-06,0.420269415947424,0,2500
3,34,276,242,2.37375225682099E-06,2.09446050390711E-06,-0.117658341181702,1,2500
4,34,242,242,2.37375225682099E-06,5.21757212405424E-06,1.19802724107434,0,2500
5,17,242,207,2.37375225682099E-06,2.57062703165935E-06,0.0829382149180222,1,2500
6,17,207,207,2.37375225682099E-06,3.21620293981609E-06,0.354902530613423,0,2500
7,8,207,207,2.37375225682099E-06,4.96887761656672E-06,1.09325872246719,0,2500
8,4,207,207,2.37375225682099E-06,5.14353385760378E-06,1.16683684778974,0,2500
9,2,207,205,2.37375225682099E-06,2.57424820931228E-06,0.0844637227474599,1,2500
10,2,205,205,2.37375225682099E-06,6.06001597858498E-06,1.55292689503358,0,2500
11,1,205,205,2.37375225682099E-06,3.66370589450355E-06,0.543423869940878,0,2500
