index,funno,ihono,bias
0,1,1,0
1,1,3,0.481050630098452
2,1,3,0.0670712696846412
3,1,3,0.471813576600388
4,2,3,0.334293519832022
5,2,3,0.395155667740095
6,2,3,0.308637085318694
7,4,3,0.0968587814345162
8,4,3,-0.0573382949853986
9,4,3,0.199046006541221
10,4,3,-0.0070420272220604
11,7,3,0.326645626160264
12,7,3,-0.408011053895847
13,7,3,0.376164345963795
14,7,3,-0.0830833629972969
15,7,3,-0.231783014942187
16,7,3,0.158658282965592
17,7,3,-0.244262406227264
18,7,3,0.279558999526283
19,7,3,0.32866194117725
20,7,3,0.189511750437707
21,7,3,0.0364208069638931
22,7,3,-0.12620507713244
23,1,2,-0.318692805651879
