epoch,training_loss,validation_loss,training_accuracy,validation_accuracy,active_neurons,active_connections,learning_rate,random_seed
1,0.00323072364009428,0.00636479299633869,0.993630573248408,0.96969696969697,24,276,0.05,6
50,4.98566859387598E-05,5.04176386749813E-05,1,1,24,276,0.05,6
100,3.03562739146603E-05,3.45826220642979E-05,0.993630573248408,1,24,276,0.05,6
150,5.02886818437889E-05,5.71030619423263E-05,1,1,24,276,0.05,6
