epoch,training_loss,validation_loss,training_accuracy,validation_accuracy,active_neurons,active_connections,learning_rate,random_seed
1,0.00123814269600893,0.000640846323724564,1,0.96969696969697,52,1326,0.05,9
50,0.000117331954562606,0.000132932372695242,1,0.96969696969697,52,1326,0.05,9
100,3.5918249234046E-05,3.73829755477665E-05,1,0.96969696969697,52,1326,0.05,9
150,2.38689641116404E-05,1.59990640413481E-05,1,1,52,1326,0.05,9
