attempt,batch_size,active_connections_before,active_connections_after,validation_loss_before,validation_loss_after,relative_loss_change,accepted,fine_tuning_epochs
1,138,276,97,6.64963075902613E-06,4.27442303890892E-06,-0.357193926428642,1,10000
2,138,97,97,6.64963075902613E-06,1.90422394610355,286364.366004538,0,10000
3,69,97,97,6.64963075902613E-06,0.000126303760259032,17.9941013021796,0,10000
4,34,97,63,6.64963075902613E-06,2.04668118087333E-06,-0.692211303899065,1,10000
5,34,63,20,6.64963075902613E-06,3.12677289537114E-06,-0.52978247835387,1,10000
6,34,20,20,6.64963075902613E-06,2.37179757588351,356680.094309493,0,10000
7,17,20,1,6.64963075902613E-06,3.17735315524581E-06,-0.522176001888089,1,10000
8,17,1,1,6.64963075902613E-06,1.84390966652802,277294.045897867,0,10000
9,8,1,1,6.64963075902613E-06,1.99559827049907,300105.628896689,0,10000
10,4,1,1,6.64963075902613E-06,1.90384024882649,286306.663961978,0,10000
11,2,1,1,6.64963075902613E-06,1.91875521051881,288549.639885427,0,10000
12,1,1,1,6.64963075902613E-06,1.79803387550745,270395.047640212,0,10000
8300,1,1,1,6.64963075902613E-06,2.08079026339927,312917.166256801,0,5000
