index,funno,ihono,bias
0,1,1,0
1,1,1,0
2,1,3,0.132095914052704
3,1,3,0.178634777843677
4,1,3,0.0791180542403343
5,2,3,-0.16941737696738
6,2,3,-0.508269605419481
7,2,3,-0.467624033214449
8,4,3,0.140603625198715
9,4,3,-0.0427264510096508
10,4,3,-0.115661402465403
11,7,3,-0.315106653796717
12,7,3,-0.328721455774995
13,7,3,-0.0125630104597551
14,7,3,-0.140932818028372
15,7,3,-0.030544832025541
16,7,3,0.199932900132169
17,7,3,0.0142028638204767
18,7,3,-0.0356954842590396
19,7,3,0.00442017973464371
20,7,3,0.185777069540934
21,7,3,0.287530878290612
22,7,3,-0.148509972676865
23,7,3,0.329688604188866
24,1,2,0.372228716450519
