index,funno,ihono,bias
0,1,1,0
1,1,3,0.457525422052327
2,1,3,-0.230498196385938
3,1,3,-0.306179122835162
4,2,3,-0.412859736218553
5,2,3,0.0816944405289225
6,2,3,-0.514338458618541
7,4,3,-0.249805813816846
8,4,3,-0.0614853916012441
9,4,3,-0.0515852598055248
10,4,3,0.237264386359789
11,7,3,-0.216173670857709
12,7,3,0.267750616926407
13,7,3,0.267445235815143
14,7,3,0.244529764438758
15,7,3,-0.139902220440217
16,7,3,0.13773901192518
17,7,3,0.369783257735273
18,7,3,-0.126930131645497
19,7,3,-0.391103209327124
20,7,3,0.440433158077386
21,7,3,-0.109167641278507
22,7,3,0.326941709781627
23,1,2,-0.380136600677795
