attempt,batch_size,active_connections_before,active_connections_after,validation_loss_before,validation_loss_after,relative_loss_change,accepted,fine_tuning_epochs
1,138,276,105,0.000911838309685545,0.000933471394435862,0.0237246938635184,1,10000
2,138,105,105,0.000911838309685545,1.26247334856091,1383.5364196162,0,10000
3,69,105,105,0.000911838309685545,0.00106036567474855,0.162887831631274,0,10000
4,34,105,63,0.000911838309685545,0.000924838989656629,0.014257659316341,1,10000
5,34,63,63,0.000911838309685545,0.00107009327512011,0.173555951481289,0,10000
6,17,63,63,0.000911838309685545,0.00103592183343219,0.136080621343314,0,10000
7,8,63,55,0.000911838309685545,0.000972620374413156,0.0666588188738993,1,10000
8,8,55,44,0.000911838309685545,0.000937090272030412,0.0276934650328255,1,10000
9,8,44,30,0.000911838309685545,0.000862397158023238,-0.0542214021248534,1,10000
10,8,30,17,0.000911838309685545,0.000957115064676903,0.0496543680062892,1,10000
11,8,17,1,0.000911838309685545,0.000932396618188079,0.022546002163063,1,10000
12,8,1,1,0.000911838309685545,1.26349414583425,1384.65591334934,0,10000
13,4,1,1,0.000911838309685545,1.26996960219394,1391.75745349184,0,10000
14,2,1,1,0.000911838309685545,1.28402581003733,1407.17269509123,0,10000
15,1,1,1,0.000911838309685545,1.43617189896568,1574.0291292992,0,10000
8300,1,1,1,0.000911838309685545,1.26682905377769,1388.31325907394,0,5000
