epoch,training_loss,validation_loss,training_accuracy,validation_accuracy,active_neurons,active_connections,learning_rate,random_seed
1,0.000937722865365098,0.000725313053402849,0.974522292993631,0.96969696969697,24,276,0.05,14
50,8.42395755053502E-05,6.2868752575604E-05,0.987261146496815,1,24,276,0.05,14
100,3.25696932971676E-06,2.73069645383669E-06,1,1,24,276,0.05,14
150,3.6512293671337E-07,2.76935230910492E-07,1,1,24,276,0.05,14
