attempt,batch_size,active_connections_before,active_connections_after,validation_loss_before,validation_loss_after,relative_loss_change,accepted,fine_tuning_epochs
1,138,276,276,2.76935230910492E-07,4.33406188866002E-06,14.6500921692438,0,2500
2,69,276,276,2.76935230910492E-07,4.87441635444378E-07,0.760128654782546,0,2500
3,34,276,276,2.76935230910492E-07,5.94184073627383E-07,1.14557054251949,0,2500
4,17,276,259,2.76935230910492E-07,1.8471012956975E-07,-0.333020472106525,1,2500
5,17,259,242,2.76935230910492E-07,2.48081736181047E-07,-0.104188602636731,1,2500
6,17,242,225,2.76935230910492E-07,8.80112274560913E-08,-0.682195626873717,1,2500
7,17,225,225,2.76935230910492E-07,5.08595417451313E-07,0.836513959524694,0,2500
8,8,225,217,2.76935230910492E-07,1.58392178843182E-07,-0.428053345461215,1,2500
9,8,217,209,2.76935230910492E-07,2.53726491887765E-07,-0.08380565717992,1,2500
10,8,209,201,2.76935230910492E-07,2.05098907741774E-07,-0.259397559972915,1,2500
11,8,201,193,2.76935230910492E-07,1.71038817984586E-07,-0.382386930610978,1,2500
12,8,193,185,2.76935230910492E-07,1.90085264173612E-07,-0.313611115679793,1,2500
13,8,185,185,2.76935230910492E-07,1.26378766643563E-06,3.56347739607063,0,2500
14,4,185,181,2.76935230910492E-07,2.26322893907752E-07,-0.182758751338135,1,2500
15,4,181,181,2.76935230910492E-07,4.29334027172898E-07,0.550304833954703,0,2500
16,2,181,181,2.76935230910492E-07,3.55253389691948E-07,0.282803161316696,0,2500
17,1,181,180,2.76935230910492E-07,1.84498766373872E-07,-0.333783694594265,1,2500
18,1,180,179,2.76935230910492E-07,1.99447012896783E-07,-0.279806284519842,1,2500
19,1,179,179,2.76935230910492E-07,3.6190211925172E-07,0.306811408797209,0,2500
9100,1,179,179,2.76935230910492E-07,1.78632106668068E-06,5.45032075120135,0,2500
9101,1,179,179,2.76935230910492E-07,4.08180113217931E-07,0.473919052754463,0,2500
9102,1,179,179,2.76935230910492E-07,6.83395455187497E-07,1.46770861526238,0,2500
9103,1,179,164,2.76935230910492E-07,2.95444635071883E-07,0.066836581609848,1,2500
9104,1,164,164,2.76935230910492E-07,1.4641644769108E-06,4.2870285665605,0,2500
9105,1,164,164,2.76935230910492E-07,6.64316441673041E-07,1.39881520126182,0,2500
9106,1,164,164,2.76935230910492E-07,9.21820393614037E-07,2.32864977339043,0,2500
9107,1,164,153,2.76935230910492E-07,3.1876585326507E-07,0.151048395746001,1,2500
9108,1,153,153,2.76935230910492E-07,1.80514385140187E-06,5.51828893516734,0,2500
9109,1,153,153,2.76935230910492E-07,3.50074706061293E-07,0.264103180048046,0,2500
9110,1,153,153,2.76935230910492E-07,4.7088058008619E-07,0.700327468404998,0,2500
9111,1,153,153,2.76935230910492E-07,6.5339171922613E-07,1.35936654602575,0,2500
9112,1,153,143,2.76935230910492E-07,3.12698248121532E-07,0.129138561003813,1,2500
9113,1,143,143,2.76935230910492E-07,1.22398722483276E-06,3.41975988684647,0,2500
9114,1,143,143,2.76935230910492E-07,5.39638964601715E-07,0.948610737707588,0,2500
9115,1,143,130,2.76935230910492E-07,2.4749949902193E-07,-0.106291033436898,1,2500
9116,1,130,130,2.76935230910492E-07,3.17393033922194E-06,10.4609121013129,0,2500
9117,1,130,130,2.76935230910492E-07,3.67274445724281E-07,0.326210625194839,0,2500
9118,1,130,130,2.76935230910492E-07,7.75080011748906E-07,1.79877720577711,0,2500
9200,1,130,129,2.76935230910492E-07,3.45570412465279E-07,0.247838389247669,1,2500
9201,1,129,128,2.76935230910492E-07,2.32973393467704E-07,-0.158744112470821,1,2500
9202,1,128,127,2.76935230910492E-07,2.16832703742498E-07,-0.217027378460992,1,2500
9203,1,127,126,2.76935230910492E-07,2.49878617858647E-07,-0.0977001480197731,1,2500
9204,1,126,125,2.76935230910492E-07,2.97307756174907E-07,0.0735642236541555,1,2500
9205,1,125,125,2.76935230910492E-07,4.45376317119664E-07,0.608232783006268,0,2500
9206,1,125,124,2.76935230910492E-07,2.94801377494543E-07,0.0645138089701038,1,2500
9207,1,124,123,2.76935230910492E-07,3.13288040670484E-07,0.131268273958764,1,2500
9208,1,123,122,2.76935230910492E-07,3.31102792332716E-07,0.195596498300829,1,2500
9209,1,122,121,2.76935230910492E-07,3.12654709909561E-07,0.128981346582855,1,2500
9210,1,121,120,2.76935230910492E-07,3.04928679002379E-07,0.101083014970149,1,2500
