epoch,training_loss,validation_loss,training_accuracy,validation_accuracy,active_neurons,active_connections,learning_rate,random_seed
1,0.00518457119458448,0.00575158509662631,0.996825396825397,1,24,276,0.05,28
50,9.58850557854955E-06,1.01880214568003E-05,0.996825396825397,1,24,276,0.05,28
100,3.27763835111118E-06,2.9790446539796E-06,1,1,24,276,0.05,28
150,6.87898904960998E-07,7.97501381163148E-07,1,1,24,276,0.05,28
200,1.0281679926924E-07,1.06617654484622E-07,1,1,24,276,0.05,28
250,5.25049359607781E-08,5.31742907002392E-08,1,1,24,276,0.05,28
300,8.5287735029146E-08,9.28057284236937E-08,1,1,24,276,0.05,28
350,1.1023916306723E-07,1.17623052494156E-07,1,1,24,276,0.05,28
400,4.16671111341058E-08,4.48921401041628E-08,1,1,24,276,0.05,28
